id,user_query,function_name,arguments,ambiguous
449,내가 오늘 어떤 거 했는지 체크해줘,get_user_history,"{""query_type"": ""daily_summary""}",
450,아 잠깐 취소해줘,cancel_mission_action,{},
451,방금 제출한 거 취소할래요,cancel_mission_action,{},"The utterance indicates a desire to cancel something, but it does not explicitly mention a 'mission' or confirm that it is related to the function call. There could be ambiguity regarding what exactly is being canceled."
452,미션 취소하고 싶어요ㅎㅎ,cancel_mission_action,{},
453,그거 그냥 패스할게요,cancel_mission_action,{},"The phrase '그거 그냥 패스할게요' (I will just pass that) indicates a cancellation, but it could also suggest a desire to skip or forgo an action without explicitly stating the need for a mission cancellation."
454,아 오늘은 취소해줘요,cancel_mission_action,{},
455,이번 미션 취소할 수 있어?,cancel_mission_action,{},
456,오늘 못 해서 그냥 내줘,cancel_mission_action,{},"The utterance conveys a desire to cancel or not perform an action but does not explicitly match the function with these specific arguments, leading to potential ambiguity."
457,할 수 없어서 취소요,cancel_mission_action,{},manual_promoted_from_rejected
458,이번 건 그냥 취소할게요ㅠ,cancel_mission_action,{},
459,아 잠깐 미션 취소하자,cancel_mission_action,{},
460,오늘 미션 그냥 취소할게요,cancel_mission_action,{},
461,아 잠깐 이거 취소해줘요ㅠ,cancel_mission_action,{},
